Username: player1
Created @ 2020-07-09T16:39:34.710382
Password:  1234


__SIGN IN__ | @ 2020-07-09T16:39:34.876771 | Message: No Message
__GAME REPORT__ | @ 2020-07-10T12:56:45.738619 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:56:45.738826 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:45.741211 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:45.897925 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:56:45.898069 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:45.898738 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.057699 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-07-10T12:56:46.057812 | Message: Draw Card -> Blast Wave
__GAME REPORT__ | @ 2020-07-10T12:56:46.057877 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.058682 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.185894 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T12:56:46.186029 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.186878 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.330226 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:56:46.330486 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:56:46.330667 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.332676 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.474140 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-07-10T12:56:46.474446 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.482946 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.617829 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:56:46.617992 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-07-10T12:56:46.618067 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.618992 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.746370 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-07-10T12:56:46.746626 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.755624 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:46.890223 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:46.892189 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:47.034251 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T12:56:47.034647 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:47.036542 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:47.210135 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:47.212209 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:47.353877 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-07-10T12:56:47.354091 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:47.358189 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:47.658176 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:47.660166 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:47.824250 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:56:47.824416 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:47.825033 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:47.966057 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:47.967982 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:48.125812 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:56:48.126002 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:48.131273 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:56:48.269497 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:56:48.270286 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:56:49.283591 | Message: Clicked On Point: java.awt.Point[x=494,y=108], P1Hand
__REPORT__ | @ 2020-07-10T12:56:49.284050 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:56:51.062394 | Message: Selected -> models.cards.Minion@73b396ac
__REPORT__ | @ 2020-07-10T12:56:51.063455 | Message: Input: P1Hand, Index: 4
__REPORT__ | @ 2020-07-10T12:56:51.506278 | Message: Clicked On Point: java.awt.Point[x=866,y=58], P1Board
__REPORT__ | @ 2020-07-10T12:56:51.506516 | Message: Input: P1Board, Index: 5
__CARD PLAYED__ | @ 2020-07-10T12:56:51.506941 | Message: Crazed Chemist
__REPORT__ | @ 2020-07-10T12:56:52.418491 | Message: Clicked On Point: java.awt.Point[x=507,y=31], P1Hand
__REPORT__ | @ 2020-07-10T12:56:52.418559 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:56:55.294971 | Message: Selected -> models.cards.Minion@5658656f
__REPORT__ | @ 2020-07-10T12:56:55.295196 | Message: Input: P1Hand, Index: 7
__REPORT__ | @ 2020-07-10T12:56:56.012943 | Message: Clicked On Point: java.awt.Point[x=410,y=42], P1Board
__REPORT__ | @ 2020-07-10T12:56:56.013006 | Message: Input: P1Board, Index: 2
__REPORT__ | @ 2020-07-10T12:56:59.960695 | Message: Clicked On Point: java.awt.Point[x=427,y=68], P1Board
__REPORT__ | @ 2020-07-10T12:56:59.960813 | Message: Input: P1Board, Index: 2
__CARD SELECTED__ | @ 2020-07-10T12:56:59.961009 | Message: Model Selected -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-10T12:56:59.961102 | Message: Effect: ChangeHpAttack{life=0, attack=4, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=FRIEND_MINIONS, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@5658656f]
__CARD PLAYED__ | @ 2020-07-10T12:56:59.961146 | Message: Crazed Chemist
__GAME REPORT__ | @ 2020-07-10T12:57:03.655640 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-07-10T12:57:03.664274 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:57:03.664836 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-07-10T12:57:03.874132 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:57:03.874845 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:57:04.376720 | Message: Clicked On Point: java.awt.Point[x=470,y=48], P1Board
__REPORT__ | @ 2020-07-10T12:57:04.376889 | Message: Input: P1Board, Index: 2
__REPORT__ | @ 2020-07-10T12:57:04.978445 | Message: Clicked On Point: java.awt.Point[x=141,y=72], P2Hero
__REPORT__ | @ 2020-07-10T12:57:04.978539 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:57:04.978741 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:57:05.768625 | Message: Clicked On Point: java.awt.Point[x=902,y=52], P1Board
__REPORT__ | @ 2020-07-10T12:57:05.768832 | Message: Input: P1Board, Index: 5
__REPORT__ | @ 2020-07-10T12:57:06.284442 | Message: Clicked On Point: java.awt.Point[x=69,y=162], P2Hero
__REPORT__ | @ 2020-07-10T12:57:06.284611 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:57:06.284815 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:57:07.276421 | Message: Clicked On Point: java.awt.Point[x=65,y=52], P1HeroPower
__REPORT__ | @ 2020-07-10T12:57:07.276616 | Message: Input: P1HeroPower, Index: -1
__HERO POWER PLAYED__ | @ 2020-07-10T12:57:07.276852 | Message: Fire Blast
__REPORT__ | @ 2020-07-10T12:57:08.108331 | Message: Clicked On Point: java.awt.Point[x=177,y=133], P2Hero
__REPORT__ | @ 2020-07-10T12:57:08.108505 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T12:57:08.108753 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T12:57:08.108932 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@2ca268ba]
__REPORT__ | @ 2020-07-10T12:57:09.232131 | Message: Clicked On Point: java.awt.Point[x=495,y=80], P1Hand
__REPORT__ | @ 2020-07-10T12:57:09.232283 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:10.416886 | Message: Selected -> models.cards.Minion@680af8df
__REPORT__ | @ 2020-07-10T12:57:10.416968 | Message: Input: P1Hand, Index: 0
__REPORT__ | @ 2020-07-10T12:57:10.981202 | Message: Clicked On Point: java.awt.Point[x=249,y=76], P1Board
__REPORT__ | @ 2020-07-10T12:57:10.981263 | Message: Input: P1Board, Index: 1
__CARD PLAYED__ | @ 2020-07-10T12:57:10.981365 | Message: Ironfur Grizzly
__REPORT__ | @ 2020-07-10T12:57:11.755528 | Message: Clicked On Point: java.awt.Point[x=391,y=85], P1Hand
__REPORT__ | @ 2020-07-10T12:57:11.755674 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:15.003964 | Message: Selected -> models.cards.Minion@5d5c6008
__REPORT__ | @ 2020-07-10T12:57:15.004059 | Message: Input: P1Hand, Index: 6
__REPORT__ | @ 2020-07-10T12:57:15.479471 | Message: Clicked On Point: java.awt.Point[x=777,y=62], P1Board
__REPORT__ | @ 2020-07-10T12:57:15.479658 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-07-10T12:57:15.479896 | Message: Ironfur Grizzly
__GAME REPORT__ | @ 2020-07-10T12:57:21.525803 | Message: Draw Card -> Polymorph
__GAME REPORT__ | @ 2020-07-10T12:57:21.525991 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:57:21.526539 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:57:23.722723 | Message: Clicked On Point: java.awt.Point[x=416,y=104], P2Hand
__REPORT__ | @ 2020-07-10T12:57:23.722886 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:25.700513 | Message: Selected -> models.cards.Minion@31498c66
__REPORT__ | @ 2020-07-10T12:57:25.700764 | Message: Input: P2Hand, Index: 4
__REPORT__ | @ 2020-07-10T12:57:26.366184 | Message: Clicked On Point: java.awt.Point[x=929,y=87], P2Board
__REPORT__ | @ 2020-07-10T12:57:26.366381 | Message: Input: P2Board, Index: 5
__EFFECTS VISITED__ | @ 2020-07-10T12:57:26.366955 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIEND_MINIONS_EXCEPT_SELF, type=null, cardClass=null, sourceCard=null}}, on Models: []
__CARD PLAYED__ | @ 2020-07-10T12:57:26.367108 | Message: RaidLeader
__REPORT__ | @ 2020-07-10T12:57:27.718508 | Message: Clicked On Point: java.awt.Point[x=544,y=91], P2Hand
__REPORT__ | @ 2020-07-10T12:57:27.718577 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:29.180920 | Message: Selected -> models.cards.Minion@6f7af7fd
__REPORT__ | @ 2020-07-10T12:57:29.181033 | Message: Input: P2Hand, Index: 4
__REPORT__ | @ 2020-07-10T12:57:30.273171 | Message: Clicked On Point: java.awt.Point[x=752,y=88], P2Board
__REPORT__ | @ 2020-07-10T12:57:30.273230 | Message: Input: P2Board, Index: 4
__EFFECTS VISITED__ | @ 2020-07-10T12:57:30.273389 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@6f7af7fd]
__EFFECTS VISITED__ | @ 2020-07-10T12:57:30.273449 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIEND_MINIONS_EXCEPT_SELF, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@31498c66]
__CARD PLAYED__ | @ 2020-07-10T12:57:30.273475 | Message: RaidLeader
__REPORT__ | @ 2020-07-10T12:57:33.005225 | Message: Clicked On Point: java.awt.Point[x=453,y=121], P2Hand
__REPORT__ | @ 2020-07-10T12:57:33.005333 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:34.913727 | Message: Selected -> models.cards.Minion@2a49d4c9
__REPORT__ | @ 2020-07-10T12:57:34.913820 | Message: Input: P2Hand, Index: 1
__REPORT__ | @ 2020-07-10T12:57:35.537357 | Message: Clicked On Point: java.awt.Point[x=575,y=113], P2Board
__REPORT__ | @ 2020-07-10T12:57:35.537530 | Message: Input: P2Board, Index: 3
__EFFECTS VISITED__ | @ 2020-07-10T12:57:35.537728 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@2a49d4c9]
__EFFECTS VISITED__ | @ 2020-07-10T12:57:35.537842 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@2a49d4c9]
__EFFECTS VISITED__ | @ 2020-07-10T12:57:35.538077 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_ONLY_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@7980e4df, models.cards.Spell@2dce5515, models.cards.Spell@36bc44ce, models.cards.Spell@5486473]
__CARD PLAYED__ | @ 2020-07-10T12:57:35.538224 | Message: Sorcerer's Apprentice
__REPORT__ | @ 2020-07-10T12:57:39.428820 | Message: Clicked On Point: java.awt.Point[x=361,y=96], P2Hand
__REPORT__ | @ 2020-07-10T12:57:39.428981 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:40.638222 | Message: Selected -> models.cards.Minion@644897ff
__REPORT__ | @ 2020-07-10T12:57:40.638460 | Message: Input: P2Hand, Index: 1
__REPORT__ | @ 2020-07-10T12:57:41.464758 | Message: Clicked On Point: java.awt.Point[x=416,y=99], P2Board
__REPORT__ | @ 2020-07-10T12:57:41.464931 | Message: Input: P2Board, Index: 2
__EFFECTS VISITED__ | @ 2020-07-10T12:57:41.465131 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@644897ff]
__EFFECTS VISITED__ | @ 2020-07-10T12:57:41.465265 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@644897ff]
__EFFECTS VISITED__ | @ 2020-07-10T12:57:41.465449 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_ONLY_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@7980e4df, models.cards.Spell@2dce5515, models.cards.Spell@36bc44ce, models.cards.Spell@5486473]
__CARD PLAYED__ | @ 2020-07-10T12:57:41.465552 | Message: Sorcerer's Apprentice
__REPORT__ | @ 2020-07-10T12:57:45.348341 | Message: Clicked On Point: java.awt.Point[x=504,y=71], P2Hand
__REPORT__ | @ 2020-07-10T12:57:45.348504 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:57:57.522383 | Message: Selected -> models.cards.Spell@5486473
__REPORT__ | @ 2020-07-10T12:57:57.522518 | Message: Input: P2Hand, Index: 6
__REPORT__ | @ 2020-07-10T12:58:03.904080 | Message: Clicked On Point: java.awt.Point[x=452,y=107], P2Board
__REPORT__ | @ 2020-07-10T12:58:03.904139 | Message: Input: P2Board, Index: 2
__CARD SELECTED__ | @ 2020-07-10T12:58:03.904241 | Message: Model Selected -> Sorcerer's Apprentice
__EFFECTS VISITED__ | @ 2020-07-10T12:58:03.904371 | Message: Effect: Transform{targetFilter=CardFilter{selectingCardMethod=DETERMINED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=[models.cards.Minion@376e31fe, models.cards.Minion@6b612b78]}, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL_MINIONS, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@644897ff]
__EFFECTS VISITED__ | @ 2020-07-10T12:58:03.904467 | Message: Effect: AddCost{cost=1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_ONLY_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@7980e4df, models.cards.Spell@2dce5515, models.cards.Spell@36bc44ce]
__CARD PLAYED__ | @ 2020-07-10T12:58:03.904524 | Message: Polymorph
__REPORT__ | @ 2020-07-10T12:58:05.070143 | Message: Clicked On Point: java.awt.Point[x=485,y=95], P2Hand
__REPORT__ | @ 2020-07-10T12:58:05.070314 | Message: Showing Card Chooser
__REPORT__ | @ 2020-07-10T12:58:07.220050 | Message: Selected -> models.cards.Spell@36bc44ce
__REPORT__ | @ 2020-07-10T12:58:07.220238 | Message: Input: P2Hand, Index: 2
__ERROR__ | @ 2020-07-10T12:58:08.695215 | Message: Not enough mana
__GAME REPORT__ | @ 2020-07-10T12:58:12.489150 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:58:12.490485 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:58:14.077418 | Message: Clicked On Point: java.awt.Point[x=410,y=127], P1Board
__REPORT__ | @ 2020-07-10T12:58:14.077590 | Message: Input: P1Board, Index: 2
__REPORT__ | @ 2020-07-10T12:58:14.685239 | Message: Clicked On Point: java.awt.Point[x=92,y=150], P2Hero
__REPORT__ | @ 2020-07-10T12:58:14.685428 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:58:14.685557 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:58:15.421232 | Message: Clicked On Point: java.awt.Point[x=738,y=65], P1Board
__REPORT__ | @ 2020-07-10T12:58:15.421404 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-07-10T12:58:16.028794 | Message: Clicked On Point: java.awt.Point[x=108,y=141], P2Hero
__REPORT__ | @ 2020-07-10T12:58:16.028887 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:58:16.028977 | Message: Ironfur Grizzly Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:58:16.573135 | Message: Clicked On Point: java.awt.Point[x=948,y=118], P1Board
__REPORT__ | @ 2020-07-10T12:58:16.573368 | Message: Input: P1Board, Index: 5
__REPORT__ | @ 2020-07-10T12:58:18.384967 | Message: Clicked On Point: java.awt.Point[x=88,y=71], P2Hero
__REPORT__ | @ 2020-07-10T12:58:18.385128 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-07-10T12:58:18.385287 | Message: Crazed Chemist Attacked -> Mage
__REPORT__ | @ 2020-07-10T12:58:19.248937 | Message: Clicked On Point: java.awt.Point[x=94,y=101], P1HeroPower
__REPORT__ | @ 2020-07-10T12:58:19.249105 | Message: Input: P1HeroPower, Index: -1
__HERO POWER PLAYED__ | @ 2020-07-10T12:58:19.249263 | Message: Fire Blast
__REPORT__ | @ 2020-07-10T12:58:19.983023 | Message: Clicked On Point: java.awt.Point[x=108,y=95], P2Hero
__REPORT__ | @ 2020-07-10T12:58:19.983106 | Message: Input: P2Hero, Index: -1
__CARD SELECTED__ | @ 2020-07-10T12:58:19.983248 | Message: Model Selected -> Mage
__EFFECTS VISITED__ | @ 2020-07-10T12:58:19.983325 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Mage@2ca268ba]
__GAME REPORT__ | @ 2020-07-10T12:58:20.739888 | Message: Draw Card -> Crazed Chemist
__EFFECTS VISITED__ | @ 2020-07-10T12:58:20.740051 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=[Spell], cardClass=null, sourceCard=null}}, on Models: []
__GAME REPORT__ | @ 2020-07-10T12:58:20.740170 | Message: Turn Begins
__GAME REPORT__ | @ 2020-07-10T12:58:20.740856 | Message: Turn Ended.
__REPORT__ | @ 2020-07-10T12:58:22.484571 | Message: Clicked On Point: java.awt.Point[x=652,y=94], P2Board
__REPORT__ | @ 2020-07-10T12:58:22.484789 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:23.989083 | Message: Clicked On Point: java.awt.Point[x=446,y=68], P1Board
__REPORT__ | @ 2020-07-10T12:58:23.989138 | Message: Input: P1Board, Index: 2
__ERROR__ | @ 2020-07-10T12:58:25.337559 | Message: There is a Taunt on the way!!!
__REPORT__ | @ 2020-07-10T12:58:26.012083 | Message: Clicked On Point: java.awt.Point[x=602,y=116], P2Board
__REPORT__ | @ 2020-07-10T12:58:26.012231 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:26.588188 | Message: Clicked On Point: java.awt.Point[x=113,y=86], P1Hero
__REPORT__ | @ 2020-07-10T12:58:26.588358 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:27.747249 | Message: Clicked On Point: java.awt.Point[x=619,y=132], P2Board
__REPORT__ | @ 2020-07-10T12:58:27.747306 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:28.260084 | Message: Clicked On Point: java.awt.Point[x=102,y=154], P1Hero
__REPORT__ | @ 2020-07-10T12:58:28.260248 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:28.978159 | Message: Clicked On Point: java.awt.Point[x=626,y=104], P2Board
__REPORT__ | @ 2020-07-10T12:58:28.978243 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:29.495993 | Message: Clicked On Point: java.awt.Point[x=82,y=141], P1Hero
__REPORT__ | @ 2020-07-10T12:58:29.496164 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:30.071916 | Message: Clicked On Point: java.awt.Point[x=634,y=162], P2Board
__REPORT__ | @ 2020-07-10T12:58:30.072078 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:30.535861 | Message: Clicked On Point: java.awt.Point[x=105,y=55], P1Hero
__REPORT__ | @ 2020-07-10T12:58:30.536026 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:31.047863 | Message: Clicked On Point: java.awt.Point[x=638,y=38], P2Board
__REPORT__ | @ 2020-07-10T12:58:31.048026 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:31.591579 | Message: Clicked On Point: java.awt.Point[x=102,y=96], P1Hero
__REPORT__ | @ 2020-07-10T12:58:31.591760 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:32.171673 | Message: Clicked On Point: java.awt.Point[x=636,y=92], P2Board
__REPORT__ | @ 2020-07-10T12:58:32.171836 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:32.699526 | Message: Clicked On Point: java.awt.Point[x=114,y=74], P1Hero
__REPORT__ | @ 2020-07-10T12:58:32.699682 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:33.195740 | Message: Clicked On Point: java.awt.Point[x=620,y=137], P2Board
__REPORT__ | @ 2020-07-10T12:58:33.195934 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:33.676361 | Message: Clicked On Point: java.awt.Point[x=82,y=52], P1Hero
__REPORT__ | @ 2020-07-10T12:58:33.676525 | Message: Input: P1Hero, Index: -1
__REPORT__ | @ 2020-07-10T12:58:36.458848 | Message: Clicked On Point: java.awt.Point[x=532,y=161], P2Board
__REPORT__ | @ 2020-07-10T12:58:36.459012 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:37.195588 | Message: Clicked On Point: java.awt.Point[x=432,y=21], P1Board
__REPORT__ | @ 2020-07-10T12:58:37.195758 | Message: Input: P1Board, Index: 2
__ERROR__ | @ 2020-07-10T12:58:38.073068 | Message: There is a Taunt on the way!!!
__REPORT__ | @ 2020-07-10T12:58:38.608776 | Message: Clicked On Point: java.awt.Point[x=598,y=103], P2Board
__REPORT__ | @ 2020-07-10T12:58:38.608953 | Message: Input: P2Board, Index: 3
__REPORT__ | @ 2020-07-10T12:58:39.089284 | Message: Clicked On Point: java.awt.Point[x=308,y=46], P1Board
__REPORT__ | @ 2020-07-10T12:58:39.089499 | Message: Input: P1Board, Index: 1
__ATTACK__ | @ 2020-07-10T12:58:39.089736 | Message: Sorcerer's Apprentice Attacked -> Ironfur Grizzly
__EFFECTS VISITED__ | @ 2020-07-10T12:58:39.090044 | Message: Effect: AddCost{cost=1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIENDS_ONLY_HAND, type=[Spell], cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@7980e4df, models.cards.Spell@2dce5515, models.cards.Spell@36bc44ce]
__REPORT__ | @ 2020-07-10T12:58:40.050250 | Message: Clicked On Point: java.awt.Point[x=780,y=101], P2Board
__REPORT__ | @ 2020-07-10T12:58:40.050437 | Message: Input: P2Board, Index: 4
__REPORT__ | @ 2020-07-10T12:58:40.418380 | Message: Clicked On Point: java.awt.Point[x=803,y=54], P1Board
__REPORT__ | @ 2020-07-10T12:58:40.418600 | Message: Input: P1Board, Index: 4
__ATTACK__ | @ 2020-07-10T12:58:40.418745 | Message: RaidLeader Attacked -> Ironfur Grizzly
__EFFECTS VISITED__ | @ 2020-07-10T12:58:40.419032 | Message: Effect: ChangeHpAttack{life=0, attack=-1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=FRIEND_MINIONS_EXCEPT_SELF, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@63bf5e39, models.cards.Minion@31498c66]
